Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2016-01-04,45701.18,45701.18,45271.24,45356.65,30060498
2016-01-05,45531.14,45621.02,44906.24,45200.77,47254953
2016-01-07,44338,44518.15,44094.25,44195.91,59752874
2016-01-08,44373.03,44463.67,43586.89,43770.51,51496932
2016-01-11,43671.6,43772.17,43239.85,43241.06,53848960
2016-01-12,43543.04,44281.67,43543.04,44214.32,62848329
2016-01-13,44559.52,44905.71,44408.06,44708.04,81726785
2016-01-14,44391.18,44596.08,43981.65,44596.08,68052136
2016-01-15,44354.09,44479.75,43719.53,43719.53,67633827
2016-01-18,43155.99,43392.12,42464.6,42464.6,54240319
2016-01-19,42962.05,43204.3,42738.28,42738.28,61699825
2016-01-20,42392.13,42824.73,41964.77,42152.7,90804699
2016-01-21,42358.3,42770.38,41747.01,42180.3,72031636
2016-01-22,42636.69,43105.88,42636.69,43039.42,82373271
2016-01-25,43286.11,43344.42,42971.63,43202.95,52083112
2016-01-26,42781.33,43105.62,42711.67,42924.6,62071840
2016-01-27,42936.37,43236.46,42923.41,43236.46,56883769
2016-01-28,43232.44,43911,43232.44,43778.96,62767843
2016-01-29,44012.48,44290.05,43831.78,44290.05,71011134
2016-02-01,44257.2,44294.89,44002.51,44294.89,48891225
2016-02-02,44340.44,44343.17,43526.53,43563.88,56312332
2016-02-03,43581.47,43814.46,43427.62,43630.57,63835538
2016-02-04,43968.87,44557.64,43941.73,44557.64,63194729
2016-02-05,44608.41,44906.53,44477.49,44671.66,52815543
2016-02-08,44646.14,44700.02,43985.24,44155.15,36833475
2016-02-09,44038.76,44129.14,43631.35,44006.87,45454763
2016-02-10,44104.2,44447.59,43858.58,43858.58,49129178
2016-02-11,43801.86,43861.55,43230.24,43741.96,41578270
2016-02-12,43862.54,44168.36,43849.4,43849.4,50187339
2016-02-15,44314.5,44521.04,44239.56,44377.27,63468649
2016-02-16,44437.73,44468.29,43971.05,44288.45,52810995
2016-02-17,44322.7,45639.62,44322.7,45639.62,90611294
2016-02-18,45677.49,46278.94,45559,45834.88,68710715
2016-02-19,45693.93,45768.13,45385.24,45455.8,51557703
2016-02-22,45841.77,46272.05,45841.77,45911.56,59233698
2016-02-23,45647.66,46005.16,45545.7,45760.95,40822416
2016-02-24,45744.68,45819.1,45108.5,45192.06,38262368
2016-02-25,45385.3,45680.88,45276.37,45497.77,37427560
2016-02-26,45804.33,46043.65,45724.22,45770.44,57205144
2016-02-29,45605.45,45625.26,45210.9,45430.29,80761289
2016-03-01,45480.07,45520.54,44843.16,45344.54,66630484
2016-03-02,45622.08,45664.51,45083.11,45371.99,49235100
2016-03-03,45487.76,46448.27,45404.46,46448.27,57244270
2016-03-04,46562.2,46562.2,46202.08,46400.67,55320032
2016-03-07,46467.99,46843.48,46399.3,46843.48,50522319
2016-03-08,46620,46829.09,46387.19,46534.99,42971382
2016-03-09,46499.97,46557.26,46229.69,46482.03,42394451
2016-03-10,46473.38,47049.18,46420.92,46686.74,61167208
2016-03-11,46938.2,47267.12,46907.59,47182.13,69611023
2016-03-14,47427.54,47554.71,47100.8,47299.51,56072408
2016-03-15,47199.25,47287.2,46996.34,47114.63,61849839
2016-03-16,47212.18,47288.6,46829.51,47077.47,76328475
2016-03-17,47292.94,47937.57,47201.01,47833.39,78049006
2016-03-18,47811.47,48228.56,47771.38,48211.45,105062792
2016-03-21,48029.37,48164.67,47815.24,48051.62,51451730
2016-03-22,47956.74,48166.78,47679.88,48166.78,67727702
2016-03-23,48171.2,48306.62,47557.94,47748.48,57738744
2016-03-24,47656.19,47778.01,47353.41,47778.01,42199275
2016-03-29,47885.22,48221.62,47835.98,48135.98,50081320
2016-03-30,48380.66,48990.52,48329.95,48990.52,60382930
2016-03-31,48788.28,49017.35,48620.24,49017.35,69283748
2016-04-01,48745.62,48795.67,48241.55,48506.46,41421633
2016-04-04,48535.72,48815.8,48347.97,48815.8,33706373
2016-04-05,48569.08,48598.6,47790.29,47790.29,48020074
2016-04-06,47941,47948.6,47308.65,47352.08,43295886
2016-04-07,47589.06,47762.81,47025.11,47231.36,44093410
2016-04-08,47336.78,47556.03,47205.98,47556.03,36568235
2016-04-11,47556.88,47788.14,47373.74,47476.31,32070380
2016-04-12,47512.7,47587.82,47076.84,47351.22,33297947
2016-04-13,47698.46,48138.55,47698.46,48124.56,48540456
2016-04-14,48092.35,48333.52,47993.6,48285.21,41510907
2016-04-15,48291.55,48291.55,47879.97,48095.43,39272183
2016-04-18,47793.92,48195.06,47700.97,48195.06,38464179
2016-04-19,48401.11,48650,48345.75,48596.34,47314826
2016-04-20,48535.73,48632.8,48357.73,48632.8,62036306
2016-04-21,48830.14,48847.22,48274.69,48514.39,66843541
2016-04-22,48494.11,48545.02,48114.28,48446.39,53751069
2016-04-25,48365.58,48423.27,47970.8,48139.15,49593720
2016-04-26,48123.6,48222.64,47803.34,47914.18,53140016
2016-04-27,47866.06,48003.74,47398.13,47513.91,47027222
2016-04-28,47466.14,47664.57,47212.65,47643.7,52951244
2016-04-29,47613.78,47661.89,47344.27,47641.99,41553274
2016-05-02,47681.11,47954.08,47566.43,47720.21,16836928
2016-05-04,47457.73,47528.05,46918.77,47020.92,46268395
2016-05-05,46939.33,46948.81,46405.1,46430.16,32467261
2016-05-06,46487.6,46775.3,46228.42,46663.67,57345983
2016-05-09,46790.7,46861.92,46569.48,46628.94,41187465
2016-05-10,46649.26,46744.51,46033.12,46178.72,38491456
2016-05-11,46157.22,46242.77,45972.42,46053.07,40847470
2016-05-12,46090.27,46409.74,45969.61,46022.02,36787973
2016-05-13,46020.87,46261.22,45933.17,46063.67,27326362
2016-05-16,46463.09,46914.82,46450.95,46825.77,34884630
2016-05-17,46997.32,47143.86,46665.23,46711.75,53273517
2016-05-18,46663.77,46808.35,46410.41,46609.83,42250363
2016-05-19,46489.7,46579.81,45694.16,45751.68,42107008
2016-05-20,45770.12,45988.68,45549.91,45784.76,33584833
2016-05-23,45801.86,46103.97,45618.02,46042.23,30012548
2016-05-24,45968.72,46343.29,45916.01,46275.18,38406967
2016-05-25,46447.69,46837.08,46429.52,46695.37,44340339
2016-05-27,46733.82,46852.3,46559.82,46634.55,32284275
2016-05-30,46658.48,46662.16,46346.64,46572.23,21157931
2016-05-31,46710.74,46713.89,45844.15,45844.15,67515419
2016-06-01,45851.15,45855.95,44611.54,44700.67,54913418
2016-06-02,44659.94,44973.49,44499.31,44772.72,40522222
2016-06-03,44809.53,45524.31,44793.96,45523.93,48445950
2016-06-06,45741.08,45783.06,45251.85,45582.8,23196283
2016-06-07,45709.98,46365.69,45709.98,46365.69,39536734
2016-06-08,46263.25,46693.34,45978.31,46551.54,40580297
2016-06-09,46520.31,46543.23,45928.98,45940.12,33551768
2016-06-10,46002.11,46002.11,45253.03,45348.2,30768676
2016-06-13,44965.76,45142.43,44716.3,45117.85,28990672
2016-06-14,45007.47,45014.04,44459.23,44729.08,35624523
2016-06-15,44874.83,44987.01,44741.49,44916.52,38284625
2016-06-16,44438.79,44486.44,43828.13,44007.81,63427569
2016-06-17,44242.42,44694.89,44230.53,44606.86,60781699
2016-06-20,45001.12,45430.36,44964.07,45344.03,33302233
2016-06-21,45197.91,45782.01,45197.91,45782.01,41320930
2016-06-22,45853.19,46229.57,45619.66,46196.74,43697234
2016-06-23,46133.06,46826.85,46039.95,46826.85,40875771
2016-06-24,43079.47,44773.75,42812.99,44773.75,77108256
2016-06-27,44662.18,44691.48,44045.53,44045.53,43032760
2016-06-28,44507.9,44741.82,44388.16,44613.59,72286772
2016-06-29,44835.96,44897.75,44574.73,44807.16,50662185
2016-06-30,44735.14,44800.29,44490.12,44748.53,54489885
2016-07-01,44973.52,45028.11,44485.09,44754.05,32766717
2016-07-04,44316.43,44409.69,43872.21,44294.15,37528515
2016-07-05,44344.85,44422.31,44117.31,44118.09,29185712
2016-07-06,44074.59,44159.23,43534.02,43549.58,47036890
2016-07-07,43790.36,44273.56,43778.8,44077.16,44728007
2016-07-08,44151.71,44320.11,44024.66,44024.66,32048913
2016-07-11,44490.94,44875.62,44490.94,44875.62,37830188
2016-07-12,44985.3,45260.79,44952.51,45140.51,45814356
2016-07-13,45160.39,45310.02,44837.76,45017.78,51847736
2016-07-14,45197.13,45246.26,44951.37,45246.26,41605707
2016-07-15,45243.97,45660.97,45220.3,45540.6,43276993
2016-07-18,45741.46,46162.79,45713.13,46118.19,34532765
2016-07-19,46226.05,46251.65,45958.4,46251.65,32103442
2016-07-20,46414.89,46504.82,46165.3,46504.82,33760277
2016-07-21,46487.36,46639.17,46366.07,46639.17,35543400
2016-07-22,46513.8,46638.15,46298.03,46541.69,33567596
2016-07-25,46781.98,47069.57,46781.98,47026.01,32594757
2016-07-26,46997.25,47003.64,46736.58,46905.6,37679646
2016-07-27,46818.98,46875.93,46565.2,46803.82,46758865
2016-07-28,46780.65,46815.11,46599.72,46718.98,40754669
2016-07-29,46754.14,46754.14,46104.84,46171.72,52689702
2016-08-01,46328.4,46499.32,46052.49,46221.38,33395282
2016-08-02,46700.67,47273.66,46540.18,47031.7,138314554
2016-08-03,47095.32,47143.85,46701.79,46762.24,53899507
2016-08-04,46931.66,47407.09,46881.97,47407.09,47662191
2016-08-05,47451.97,47634.1,47310.67,47604.22,32670011
2016-08-08,47701.25,47935.86,47701.25,47910.99,30765056
2016-08-09,47919.88,48301.34,47712.78,48260.19,40408937
2016-08-10,48218.19,48400.99,48109.81,48400.99,42934138
2016-08-11,48445.06,48675.96,48282.04,48675.96,48258627
2016-08-12,48660.74,48776.53,48559.68,48631.44,45773635
2016-08-16,48605.94,48646.21,48376.17,48463.51,43420251
2016-08-17,48450.02,48466.65,47920.61,48006.75,43789056
2016-08-18,48003.25,48113.24,47686.81,47967.07,39925313
2016-08-19,48055.68,48074.18,47489.01,47536.72,50034486
2016-08-22,47513.29,47751.24,47475.27,47619.49,46633019
2016-08-23,47501.33,47671.1,47282.2,47524.92,55052963
2016-08-24,47376.54,47541.92,47220.32,47478.83,47100475
2016-08-25,47535.17,47535.17,47288.23,47464.07,61970861
2016-08-26,47377.37,47541.63,47343.22,47456.36,48569078
2016-08-29,47371.62,47527.08,47308.94,47427.99,29663142
2016-08-30,47442.34,47990.73,47375.81,47989.59,48832282
2016-08-31,47946.59,47993.46,47807.5,47935.1,53855929
2016-09-01,48045.86,48123.6,47157.85,47221.32,61752071
2016-09-02,47187.63,47413.95,47121.34,47405.71,44174917
2016-09-05,47494.31,48052.05,47494.31,47980.57,48015936
2016-09-06,48140.1,48218.25,47721.81,48081.09,49737419
2016-09-07,48232.99,48570.06,48232.99,48478.28,51665190
2016-09-08,48533.07,48636.67,48083.9,48129.15,46085844
2016-09-09,48062.45,48121.71,47304.12,47326.14,40837070
2016-09-12,46904.26,47046.26,46321.24,46756.18,43849545
2016-09-13,46951.94,47099.59,46599.79,46797.85,47771809
2016-09-14,46911.63,47069.79,46780.88,46988.55,31111198
2016-09-15,47067.56,47221.3,47027.43,47198.39,33507136
2016-09-16,47254.48,47294.31,47018.53,47166.67,63147219
2016-09-19,47345.25,47649.61,47311.28,47405.08,34087693
2016-09-20,47323.45,47528.84,47266.99,47528.84,36548575
2016-09-21,47569.98,47660.82,47513.57,47625.23,47824498
2016-09-22,47854.67,48154.88,47589.6,48154.88,82105873
2016-09-23,48091.47,48091.47,47580.02,47865.78,45722846
2016-09-26,47641.42,47641.42,47226.31,47448.1,38112243
2016-09-27,47458.49,47496.49,46930.43,47278.65,47041438
2016-09-28,47310.88,47428.93,47118.15,47317.71,44618582
2016-09-29,47554.4,47644.51,47203.89,47494.62,46798526
2016-09-30,47208.49,47446.57,47084.94,47084.94,53946578
2016-10-03,47169.38,47438.24,47106.19,47399.32,32210922
2016-10-04,47524.09,47976.57,47505.51,47900.66,51456041
2016-10-05,47927.81,48141.42,47722.85,48017.65,50173107
2016-10-06,48006.01,48058.5,47808.74,48014.44,42774330
2016-10-07,48046.12,48047.43,47762.81,47762.81,39542355
2016-10-10,47929.53,48093.71,47825.88,48027.79,27664100
2016-10-11,48142.35,48147.94,47848.29,47912.93,43977701
2016-10-12,47793.73,47924.95,47613.78,47924.95,43167780
2016-10-13,47765.2,47777.92,47303.15,47303.15,54330748
2016-10-14,47459.6,47586.17,47285.64,47285.64,40052169
2016-10-17,47260.82,47496.27,47184.85,47264.17,37316147
2016-10-18,47444.67,47607.25,47223.45,47436.67,49230103
2016-10-19,47490.61,47962.24,47432.08,47876.12,62399683
2016-10-20,48091.7,48096.61,47879.33,47894.17,41077729
2016-10-21,47973.79,48138.27,47869.28,47931.14,43107747
2016-10-24,48034.72,48542.29,48034.72,48508.91,39288998
2016-10-25,48591.7,48825.19,48434.48,48459.91,49549734
2016-10-26,48454.46,48582.6,48202.96,48381.29,41830435
2016-10-27,48384.67,48651.53,48347.43,48651.28,51225074
2016-10-28,48600.95,49070.85,48484.08,49070.85,42191330
2016-10-31,49024.6,49331.67,48997.06,49158.8,39128622
2016-11-02,48853.57,48853.57,47769.92,47899.1,59794239
2016-11-03,47902.88,48046.87,47752.07,47899.61,53247133
2016-11-04,47784.47,47828.92,47564.61,47610.85,31815595
2016-11-07,48179.18,48218.56,47597.96,47716.02,39341587
2016-11-08,47906.12,48127.63,47906.12,48127.63,37408084
2016-11-09,47208.3,48214.73,47208.3,48214.73,45980943
2016-11-10,48720.62,49129.58,48447.59,48447.59,62294275
2016-11-14,48626.04,48626.04,47539.85,47539.85,55279678
2016-11-15,47598.31,47788.62,47387.18,47579.82,53549992
2016-11-16,47725.58,47805.83,47489.85,47634.64,54348962
2016-11-17,47763.53,47791.13,47231.14,47274.21,38793929
2016-11-18,46966.77,47109.64,46674.28,46910.91,38614489
2016-11-21,47147.41,47512.34,47021.01,47512.34,54326657
2016-11-22,47838.77,48030.18,47838.77,48030.14,42041652
2016-11-23,48117.17,48540.67,47992.32,48540.67,49325446
2016-11-24,48656.65,48890.18,48565.33,48824.83,36487311
2016-11-25,48906.9,48942.71,48381.92,48579.08,49796551
2016-11-28,48602.54,48643.34,48167.07,48231.47,39127581
2016-11-29,48300.04,48381.88,48049.4,48199.38,46087856
2016-11-30,48304.23,48770.26,48250.88,48618.64,110287318
2016-12-01,48696.12,48696.12,48342.54,48404.21,45357218
2016-12-02,48399.33,48552.51,48360.11,48474.03,42208939
2016-12-05,48732.15,49647.48,48709.2,49647.48,38241227
2016-12-06,49733.41,50276.6,49618.9,50269.7,54094396
2016-12-07,50350.99,50605.98,50218.84,50380.35,79344877
2016-12-08,50623.33,51125.97,50309.54,51123.43,81952698
2016-12-09,51041.72,51100.06,50551.39,50693.75,59533133
2016-12-12,50779.39,50779.39,50247.69,50411.42,45550944
2016-12-13,50463.54,51152.49,50460.4,51139.37,65681956
2016-12-14,51064.67,51380.01,50919.34,51357.8,63593360
2016-12-15,51257.75,51302.41,50823.81,50881.35,43399580
2016-12-16,50982.38,51311.75,50733.89,51115.26,80278726
2016-12-19,50943.74,51212.91,50617.18,51129.31,46626174
2016-12-20,51294.59,51576.22,51275.62,51485.36,57733671
2016-12-21,51550.41,51699.67,51153.47,51223.85,48212406
2016-12-22,51145.03,51423.71,50859.75,51423.71,43088580
2016-12-23,51527.27,51609.71,51133.32,51295.58,27099162
2016-12-27,51314.38,51394.96,51225.76,51368.63,24338738
2016-12-28,51378.58,51548.35,51127.38,51329.77,38872933
2016-12-29,51334.68,51703.91,51333.97,51703.91,30899688
2016-12-30,51769.2,51921.03,51719.29,51754.03,34771319
2017-01-02,51743.43,52008.37,51608.44,51907.77,19547441
2017-01-03,52040.34,52532.35,52040.34,52532.35,51517729
2017-01-04,52670.78,52773.31,52436.34,52753.84,51569792
2017-01-05,52664.38,52842.55,52526.41,52721.67,50058969
2017-01-09,52783.13,53006.63,52594.43,53006.63,46439298
2017-01-10,53095.46,53571.02,53092.96,53409.72,58347692
2017-01-11,53515.63,53716.86,53276.9,53709.33,63003458
2017-01-12,53690.48,53989.49,53493.73,53650.94,66470547
2017-01-13,53707.82,53715.49,53301.85,53498.26,50573389
2017-01-16,53421.67,53847.63,53276.06,53706.41,42614340
2017-01-17,53716.09,53745.79,53497.76,53582.55,44183338
2017-01-18,53737.19,53737.46,53416.41,53431.86,62302759
2017-01-19,53505.27,53739.74,53480.75,53654.99,46901144
2017-01-20,53591.25,53865.85,53535.35,53573.28,47361849
2017-01-23,53502.33,53718.95,53401.87,53425.2,37986610
2017-01-24,53544.6,53988.51,53389.9,53988.51,50098193
2017-01-25,54273.33,55494.48,54273.33,55484.56,65951198
2017-01-26,55802.64,55929.47,55488.43,55560.23,95824617
2017-01-27,55615.55,55704.3,55258.17,55657.7,56092674
2017-01-30,55651.36,55772.15,55043.41,55060.44,43892086
2017-01-31,55104.36,55523.66,55008.13,55232.32,49222521
2017-02-01,55603.28,55854.57,55538.12,55651.75,46825631
2017-02-02,55633.43,55679.11,55236.4,55303.11,39907553
2017-02-03,55296.4,55456.67,55194.67,55408.23,40529773
2017-02-06,55456.89,55843.85,55359.11,55654.52,44288288
2017-02-07,55606.83,55758.32,55457.09,55617.09,38230222
2017-02-08,55665.5,55665.5,55397.51,55642.64,53461607
2017-02-09,55902.82,56869.97,55879.1,56785.52,69197626
2017-02-10,57193.08,57435.24,57193.08,57385.03,99114953
2017-02-13,57658.42,57952.75,57497.37,57857.85,84038540
2017-02-14,57905.43,57911.36,57535.61,57728.1,91808804
2017-02-15,57850.31,58058.19,57520.37,57899.25,73388307
2017-02-16,57964.09,58736.23,57810.91,58610.28,84510333
2017-02-17,58577.41,58656.02,57909.53,57972.68,57607247
2017-02-20,58168.72,58262.6,58001.32,58120.83,38239971
2017-02-21,58191.47,59331.91,58182.76,59331.91,57826072
2017-02-22,59493.11,59641.6,59101.65,59451.12,57480897
2017-02-23,59457.13,59844.93,59298.69,59583.89,71315371
2017-02-24,59505.11,59541.69,58444.25,58657.32,70723816
2017-02-27,58751.19,58905.87,58402.04,58681.67,54312021
2017-02-28,58775.09,58775.09,58170.94,58300.37,67220935
2017-03-01,58679.1,59683.33,58679.1,59646.29,87220421
2017-03-02,59808.87,60021.25,59494.78,59743.64,90442877
2017-03-03,59376.19,59596.19,59257.69,59313.38,90389611
2017-03-06,59277.34,59434.57,58900.77,58995.74,89336209
2017-03-07,58944.36,58996.42,58463.92,58530.07,109704282
2017-03-08,58464.95,58657.87,58231.99,58559.14,88653635
2017-03-09,58520.78,58557.28,57558.86,57986.6,76996267
2017-03-10,58219.36,58752.05,58219.36,58316.11,62035891
2017-03-13,58549.24,59322.58,58479.54,59322.58,71809731
2017-03-14,59455.26,59484.67,59060.29,59301.32,73820468
2017-03-15,59464.94,59524.78,59109.17,59109.17,78269273
2017-03-16,59833.12,60279.57,59791.28,60247.18,77533356
2017-03-17,60341.68,60631.65,60316.5,60440.57,94312959
2017-03-20,60413.36,60413.36,59871.73,60151.62,53972552
2017-03-21,60275.71,60511.03,59248.53,59452.75,82059333
2017-03-22,58839.55,58847.68,58313.36,58749.94,77854321
2017-03-23,58686.13,59122.18,58625.27,59093.68,77333668
2017-03-24,59135.27,59241.56,58836.61,59069.56,48386906
2017-03-27,58397.48,58515.47,58075.29,58338.9,40096619
2017-03-28,58646.57,58938.76,58541.15,58938.76,54693891
2017-03-29,59296.03,59375.3,58477.66,58709.72,71763993
2017-03-30,58768.13,58837.93,58154.21,58527.2,61022901
2017-03-31,58403.28,58461.71,57911.31,57911.31,53788903
2017-04-03,58258.3,58706.33,58166.29,58636.31,45923701
2017-04-04,58540.42,59092.16,58540.42,59015.12,48226474
2017-04-05,59276.61,59498.05,59015.25,59369.66,54343119
2017-04-06,58915.81,59406.36,58896.7,59406.36,52939627
2017-04-07,59190.62,59422.26,59017.52,59287.92,43207096
2017-04-10,59321.52,59388.02,59112.38,59112.38,44282615
2017-04-11,59069.6,59194.42,58295.12,58510.03,50564340
2017-04-12,58552.46,58880.54,58377.92,58377.92,49555978
2017-04-13,58478.13,58765.28,58429.87,58695.36,49467937
2017-04-18,58939.48,59223.25,58694.68,58762.99,50349193
2017-04-19,58968.54,59534.8,58888.27,59515.17,69102667
2017-04-20,59551.16,59805.49,59368.93,59700.07,60147423
2017-04-21,59834.29,59991.53,59174.6,59285.57,72535532
2017-04-24,59915.05,60100.71,59765.38,60061.41,51126467
2017-04-25,60286.3,61182.93,60225.75,61182.78,79408502
2017-04-26,61229.86,61699.64,60889.62,61699.64,86628490
2017-04-27,61513.45,61903.49,61451.5,61731.8,80664067
2017-04-28,61728.61,62039.43,61479.99,61644.56,82710908
2017-05-02,61932.93,62214.81,61871.01,62066.66,41829167
2017-05-04,62001.82,62666.49,61517.76,61862.8,76899234
2017-05-05,61503.49,61887.45,61227.82,61831.4,48285228
2017-05-08,62001.06,62084.88,61422.04,61687.05,71849798
2017-05-09,61849.69,62344.78,61768.37,62336.39,101355693
2017-05-10,62365.57,62482.29,61681.43,61839.91,67637039
2017-05-11,62175.26,62396.38,61474.55,61598.78,90369103
2017-05-12,61656.71,61724.06,61431.71,61595.38,54062641
2017-05-15,61975.93,61975.93,61541.08,61795.32,43915320
2017-05-16,61695.97,61889.3,60814,61000.25,59095664
2017-05-17,60563.94,60855.6,60120.6,60133.08,68886233
2017-05-18,60096.02,60247.45,59143.38,59901.12,58555947
2017-05-19,60010.48,60836.69,59853.35,60739.95,59773775
2017-05-22,60923.81,61131.55,60367,61024.86,50769409
2017-05-23,60867.96,61021.67,60316.76,60407.7,44096928
2017-05-24,60333.57,60812.49,60155.31,60812.49,51505619
2017-05-25,61452.84,61602.24,61186.74,61536.22,56602725
2017-05-26,61457.82,61457.82,60897.81,60907.75,33691151
2017-05-29,60918.1,60983,60637,60859.28,23423343
2017-05-30,60647.59,60701.15,60185.89,60344.58,39963534
2017-05-31,60383.95,60723.23,60057.91,60092.07,85645990
2017-06-01,60286.68,60333.13,59881.34,60181.96,48645372
2017-06-02,60587.95,60754.42,60498.41,60754.42,42165761
2017-06-05,60768.63,60772.99,60113.92,60179.36,34017985
2017-06-06,59859.02,60762.95,59859.02,60723.47,43334959
2017-06-07,60826.37,61120.42,60752.25,60752.25,57955033
2017-06-08,60865.92,61332.54,60615.95,61312.68,48975385
2017-06-09,61371.26,61631.76,61157.96,61181.57,38146419
2017-06-12,61044.81,61113.58,60211.28,60354.56,35060207
2017-06-13,60380.04,60592.39,60173.4,60518.24,29468172
2017-06-14,60577.25,60646.64,60213.79,60381.07,43555930
2017-06-16,60295.94,60654.35,60295.94,60481.07,50227906
2017-06-19,60833.96,61122.9,60815.8,61048.15,42655921
2017-06-20,61188.34,61224.43,60711.52,60841.94,32151894
2017-06-21,60721.7,61162.22,60389.37,61162.22,43381005
2017-06-22,61070.9,61258.94,60864.43,60987.33,32724456
2017-06-23,61006.11,61192.48,60928.93,60982.19,33487189
2017-06-26,61386.3,61895.83,61386.3,61701.57,34751962
2017-06-27,61727.72,62096.24,61639.35,61915.09,48970622
2017-06-28,61657.02,61729.22,61324.5,61411.73,37798520
2017-06-29,61741.72,61853.73,61162.97,61475.96,31396845
2017-06-30,61398.76,61398.76,60910.57,61018.36,40215740
2017-07-03,61126.43,61392.77,61023.06,61392.77,24616208
2017-07-04,61150.26,61152.13,60728.12,60728.12,24659388
2017-07-05,60901.26,60947.25,60758.74,60936.64,31223220
2017-07-06,60934.04,61256.79,60645.26,60869.83,24973066
2017-07-07,60913.45,60948.06,60681.7,60707.52,22649856
2017-07-10,61047.43,61100.45,60619.69,60829.24,21589034
2017-07-11,60975.05,61050.9,60673.21,60700.46,27251845
2017-07-12,60815.56,61601.72,60815.56,61601.72,47172330
2017-07-13,61707.26,62018.68,61670.58,62018.68,51446453
2017-07-14,62033.85,62127.72,61763.81,62127.72,36102407
2017-07-17,62342.01,62671.52,62289.97,62537.74,32970553
2017-07-18,62588.02,62761.44,62241.91,62331.5,33766876
2017-07-19,62499.37,62629.3,62281.49,62533.46,37050057
2017-07-20,62769.82,62853.78,62218.93,62269.72,44072196
2017-07-21,62336.77,62493.58,61936.46,61979.52,35507040
2017-07-24,61969.02,61992.63,61722.32,61828.39,28633360
2017-07-25,62040.82,62043.65,61748.96,61974.7,44463673
2017-07-26,62175.66,62377.47,62140.76,62362.29,34471427
2017-07-27,62403.6,62428.92,62023.78,62171.7,39419496
2017-07-28,62004.75,62367.59,61778.14,62366.5,53612787
2017-07-31,62329.92,62801.08,62329.92,62595.76,46418529
2017-08-01,62691.86,62800.96,62452.04,62800.96,41574662
2017-08-02,62927.15,63026.98,62354.41,62409.52,53547170
2017-08-03,62285.68,62465.63,62126.24,62231.08,53586891
2017-08-04,62357.71,62572.13,62331.8,62478.3,49928884
2017-08-07,62643.36,62700.1,62478.45,62684.88,35929538
2017-08-08,62709.59,63351.24,62642.34,63351.24,122310947
2017-08-09,63239.19,63253.68,62622.41,62932.28,77867864
2017-08-10,62859.8,63013.95,62399.31,62451.57,65564990
2017-08-11,62170.1,62296.18,62029.51,62206.45,75991234
2017-08-14,62487.01,62500.87,62257.9,62313.07,71338252
2017-08-16,62377.76,62820.37,62377.76,62481.19,74121906
2017-08-17,62445.79,62488.19,61949.4,61949.4,64418956
2017-08-18,61806.35,62053.31,61675.81,62053.31,63101356
2017-08-21,62117.45,62423.94,61939.41,62423.94,77280220
2017-08-22,62525.79,62795.99,62421.41,62649.41,78962617
2017-08-23,62714.48,62812.15,62366.05,62699.83,88076728
2017-08-24,62806.13,63886.54,62806.13,63886.54,105230582
2017-08-25,64153.45,64285.57,63909.32,64135.52,54642349
2017-08-28,64202.62,65191.96,64075.19,65170.56,59841538
2017-08-29,64973.73,65033.53,64026.15,64388.43,61822997
2017-08-30,64759.32,65108.41,64541.28,64957.87,58992194
2017-08-31,65042.53,65204.27,64645.61,64973.76,62042996
2017-09-01,64972.34,65244.55,64825.45,65208.48,47794135
2017-09-04,64862.18,65159.57,64824.55,65038.75,34861153
2017-09-05,65191.33,65611.21,64898.15,64994.9,42893317
2017-09-06,64991.17,65145.31,64644.81,64768.25,40926191
2017-09-07,64750.05,65028.58,64205.91,64381.87,58903822
2017-09-08,64257.67,64592.47,64194.58,64306.53,61091770
2017-09-11,64496.56,65080.71,64496.56,64876.56,43021474
2017-09-12,65104.79,65365.3,64685.21,64826.07,44184198
2017-09-13,64853.12,65141.23,64719.8,64719.8,47391572
2017-09-14,64790.65,64890.83,64595.14,64748.47,46130604
2017-09-15,64796.93,64897.64,64434.74,64535.67,87963916
2017-09-18,64949.24,65100.09,64536.82,64647.04,52359840
2017-09-19,64670.39,64833.31,64634.38,64750.09,55306325
2017-09-20,64872.62,65071.91,64410.26,64749.5,51906447
2017-09-21,64683.93,64755.51,64108.69,64209.19,45887105
2017-09-22,64107.72,64397.32,63982.64,64397.32,41987952
2017-09-25,64380.73,64481.9,63895.84,63895.84,39402238
2017-09-26,63918.62,64038.53,63527.13,63700.76,38905438
2017-09-27,63869.4,63949.35,63498.26,63573.49,35037595
2017-09-28,63740.06,63868.16,63567.19,63729.77,48713101
2017-09-29,63986.72,64368.44,63912.94,64289.69,49889561
2017-10-02,64552.98,64725.11,64232.12,64486.26,46458260
2017-10-03,64590.28,64851.05,64362.69,64407.81,45890168
2017-10-04,64545.55,64766.76,63798.8,63825.7,45066373
2017-10-05,63915.58,64268.86,63731.65,64185.71,35225793
2017-10-06,64282.11,64588.36,64192,64456.06,47916694
2017-10-09,64530.3,64761.83,64427.37,64755.22,29802084
2017-10-10,65043.1,65089.97,64856.78,65046.57,50802486
2017-10-11,65221.96,65849.01,65106.93,65733.79,76642501
2017-10-12,65971.89,66053.82,65529.1,65529.1,61839816
2017-10-13,65636.25,65686.88,65318.72,65318.72,35179827
2017-10-16,65647.53,65679.23,65381.02,65435.72,35820571
2017-10-17,65416.9,65478.28,64854.15,64854.15,42521363
